v001x,v002x,v003x,v004x,v005x,v001y,v002y,v003y,v004y,v005y,v006y,v007y,v008y,v009y,v010y,v011y,v012y,v013y,v014y,v015y,v016y,v017y,v030y,v030y2,v031y,v031y2,v032y,v032y2,v033y,v033y2,v034y,v034y2,v035y,v035y2,v036y,v036y2,v040y,v041y,v042y,v043y,v044y,v044y2,v045y,v046y,v047y,v048y,v049y,v050y,v051y,v051y2,v052y,v053y,v054y,v055y,v056y,v057y,v058y,v058y2,v059y,v059y2,v060y,v060y2,v061y,v062y,v063y,v080y,v081y,v082y,v083y,v084y,v085y,v086y,v088y,v089y,v090y,v091y,v091y2,v092y,v093y,v120y,v121y,v122y,v123y,v124y,v124y2,v125y,v126y,v127y,v128y,v129y,v130y,v131y,v132y,v133y,v134y,v135y,v136y,v137y,v138y,v139y,v140y,v160y,v160y1,v161y,v161y1,v161y2,v162y,v163y,v164y,v165y,v166y,v166y2,v166y3,v167y,v167y2,v168y,v168y2,v169y,v169y2,v169y9,v169y10,v169y11,v169y12,v169y13,v169y14,v170y,v170y2,v170y3,v171y,v171y1,v171y2,v171y3,v171y4,v171yt,v172y,v173y,v174y,v174y1,v175y,v176y,v176y2,v176y3l,v176y3,v176yt,v177y,v178y,v178y2,v178y3l,v178y3,v178yt,v179y,v179y2,v180y,v200y,v201y,v202y,v203y,v203y2,v204y,v204y2,v205y,v206y,v207y,v208y,v209y,v210y,v211y,v212y,v213y,v214y,v215y,v216y,v216y2,v216y3,v217y,v217y2,v217y3,v217y4,v217y5,v217y5l,v217y6,v217y7,v217y23,v217y24,v217y25,v217y27,v217y31,v217y32,v218y,v218yl,v219y,v219y2,v219y3,v219y4,v219y5,v220y,v221y
16,1626,Persson II,980920,88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1463,7,4.29,4.116022,1,0.3754,0.418,1,0,0,37.53582,1,0,1,0,1,0,0,0,0,1,14,0,22,0,,,,0,73.5,22.16538,2.48549,1,0.055,32.6,0,0,1,0,0,0,1,1,1,0,0,0,0,5.16,0,0,1,0,0,1,0,3,0,1,0,0,1,349,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,14.32665,8.9,-0.3,6.5,3.6,6.5,,,,6.5,,,,,,,,,,,,0,,,,,,,,,0,0,,,1,0,0,,
9,922,Ahern I,970626,88888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1780,7,2.97,2.905566,1.15,0.4639,0.542,1,0,1,48.79518,2,-1,1,0,0,1,0,0,0,1,15,0,15,0,0.0493827,0.0493827,1,0,31.9,6.220213,2.832458,1,0.542,0,14.8,1,0,0,0,0,0,0,1,0,0,1,1,4.06,1,0,0,0,0,0,0,6,0,1,0,0,1,166,1,0,0,0,0,0,0,1,0,1,0,0,0,20,21,0,0,1,2,7351,0,0,0,0,100,0,1,2,1,1,0,0,1,1,0,1,1,1,0,1,1,1,2,PS,1,0,1,2,2,Parl,,,,0,0,0,0,0,13.25301,1.9,1.4,,9.8,,,,,,,,,,,,,,,,,1,,,,,,,,,0,0,,,0,1,0,,
6,626,Schroeder,981027,88888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1459,5,2.9,3,1.6,0.4454,0.5,1,0,1,51.56951,2,0,1,0,0,0,1,1,0,2,15,0,16,0,0.1304348,0.128474,1,0,60.3,14.18565,2.817853,0,0.5,0,21.9,1,1,1,1,0,1,1,1,1,0,1,1,3.47,1,0,1,1,0,0,0,7,0,1,0,0,1,669,0,1,1,0,0,0,0,0,0,0,0,0,0,30,31,0,0,1,2,16536,1.6,0,1.1,0,97.3,1,2,3,1,1,0,0,1,1,1,1,1,1,1,0,1,2,1,CoC,1,0,1,2,1,Pca,,,,0,0,0,0,0,7.960976,3.55,0.9,12.3,2,12.3,,,,12.3,,,,,,,,,,,,0,,,,,,,,,0,0,,,1,0,0,,
10,1051,D'Alema,981021,88888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,912,14,6.4,5.438211,2.55,0.281,0.343,1,0,1,52.85714,7,1,1,0,0,0,1,1,0,2,26,1,27,1,0.2027027,0.1714527,1,20,86.3,20.01994,3.079085,0,0.028,18.5,46.8,1,1,1,0,0,1,0,0,0,1,0,1,7.13,1,0,0,0,1,0,0,4,0,0,0,0,1,630,0,0,0,0,0,0,0,0,1,1,0,0,0,12,13,1,1,0,0,,,,,,,0,1,1,2,0,1,0,2,3,0,0,2,0,1,0,1,1,1,CoC,1,0,1,1,1,CoC,,,,0,0,0,0,0,9.047619,0.875,1.8,12,1.8,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,0,0,0,,
11,1116,Juncker,950126,88888,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1599,5,3.9,3.748056,1.88,0.35,0.385,1,0,1,63.33333,2,0,1,0,0,0,1,1,0,2,21,0,11,0,0.007177,0.0098684,0,0,37,14.29848,2.523756,1,0.385,0,2.699999,1,0,0,0,0,0,1,1,1,0,0,0,4,1,1,0,0,0,0,0,5,1,1,0,0,1,60,1,0,1,1,1,0,0,0,0,0,0,1,0,6,7,0,0,1,2,,,,,,,1,2,3,2,0,1,0,2,4,1,1,2,0,1,0,1,1,1,CoC,1,0,1,1,1,CoC,,,0,0,0,1,1,0,5,,1.9,5.1,3.8,3.1,,,,0,,,,,,,,,,,,0,,,,,,,,,0,0,,,0,0,0,,
4,444,Lipponen,950413,88888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1438,10,4.88,4.095407,2.82,0.315,0.376,1,0,1,72.5,5,1,1,0,0,0,1,0,1,3,13,0,18,1,0.0892241,0.105685,0,0,41.7,17.417,2.654002,1,0.215,40.5,29.5,0,1,0,0,0,1,1,1,1,0,0,0,4.86,0,0,0,0,0,0,0,1,0,0,1,1,0,200,0,1,1,0,0,0,0,0,0,0,0,0,0,25,26,0,0,1,2,4541,0,0,0,0,100,1,2,3,2,0,1,0,2,2,1,1,2,0,0,0,0,0,0,CaC,1,0,1,1,1,Pca,,,,0,0,0,0,0,10.5,1.725,1,17.2,5.1,11.4,,,,11.4,,,,,,,,,,,,0,,,,,,,,,0,0,,,1,0,0,,
13,1326,Bondevik,971017,88888,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1428,8,4.36,2.87155,1.95,0.3939,0.552,1,0,1,25.4,3,1,0,0,0,1,0,0,0,1,20,1,19,0,0.1666667,0.1387164,1,0,75.9,21.61854,2.68196,1,0.115,,21.7,1,0,1,0,0,0,1,1,1,0,0,0,6.76,0,0,0,0,0,0,0,2,0,1,0,0,1,165,1,1,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,4,20240,0,0,0,0,100,1,2,3,1,1,0,0,1,2,1,1,1,1,0,0,0,0,0,IC,0,0,0,0,0,IC,,,0,0,0,0,0,0,20,1.9,2.6,3.3,3.4,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,1,0,0,,
5,523,Jospin,970602,88888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1825,5,3.42,3.720653,1.71,0.4333,0.423,1,0,1,55.28596,3,1,1,0,0,0,1,1,0,2,14,-1,17,-1,0.0778167,0.0544465,1,6.239168,36.1,11.58649,2.600328,0,0.423,0,19.5,1,1,1,1,0,1,0,1,0,0,1,1,3.4,0,0,1,0,0,0,0,6,0,1,1,1,1,577,1,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,0,1,4,3390,0,0,0,0,100,0,1,2,2,0,1,0,2,2,0,1,2,0,0,0,0,0,0,CaC,0,1,1,,2,PS,,,,0,1,0,1,1,41.42114,4.9,1.2,12.4,2.3,,,,,,,,,,,,,,,,,1,,,,,,,,,0,0,,,1,0,0,,
3,331,Rasmussen IV,980311,88888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1461,10,4.76,4.427835,1.17,0.3575,0.421,1,0,1,39.7,2,0,1,0,0,1,0,0,0,1,23,1,20,1,0.1187998,0.1214084,0,0,81.2,26.19432,3.116776,0,0.05,,0.4,0,0,1,0,0,1,1,0,0,0,0,0,6.5,0,0,0,0,0,1,1,5,1,1,0,0,0,179,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,2,5613,0,6,0,0,93,1,2,3,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,CaC,0,0,0,0,0,IC,,,,0,0,0,0,0,11.73184,0.7,1.8,6.5,2.5,6.5,,,,6.5,,,,,,,,,,,,1,,,,,,,,,0,0,,,0,1,0,,
8,826,Oddsson III,990528,88888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1461,5,3.48,2.997,1.6,0.4127,0.5,1,0,1,58.73016,2,0,1,0,0,0,1,1,0,2,15,0,12,1,0.1693694,0.1438792,0,0,34.9,16.16775,2.802238,1,0.167,,31.4,1,1,0,0,1,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,63,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,2,2100,0,1,3,0,96,1,2,3,2,0,1,0,2,2,1,1,2,0,0,0,0,0,0,IC,0,0,0,0,0,IC,,,,0,0,0,0,0,12.69841,0.65,3.4,1.9,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,0,1,0,,
1,122,Klima,970115,88888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1095,5,3.48,3,2,0.388,0.333,1,0,1,67.75956,2,0,1,0,0,0,1,1,0,2,13,-1,13,-1,0.1110422,0.0725806,0,0,45.1,14.43636,2.981855,1,0.333,19.7,19.7,1,0,1,1,0,1,1,1,1,0,1,1,4.14,0,0,0,0,1,0,0,4,0,1,0,0,1,183,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2,11200,8,3,1,0,87,1,2,3,2,0,1,0,2,1,1,1,2,0,0,0,0,0,0,CaC,0,0,0,0,0,IC,,,,0,0,0,0,0,3.825137,1.9,1.3,7.1,2.5,7.2,,,,7.2,,,,,,,,,,,,0,,,,,,,,,0,0,,,0,0,0,,
7,711,Simitis II,960925,88888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1458,5,2.36,1,1,0.54,1,0,0,0,54,1,0,1,1,0,0,1,0,0,,21,-1,19,-1,,,,3.666667,32.1,0,2.619391,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,2.2,1,1,1,0,0,0,0,5,0,1,0,0,1,300,1,0,0,0,0,0,0,1,0,1,1,1,1,3,4,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,4.333333,5.4,8.2,10.3,2.4,,,,,,,,,,,,,,,,,1,,,,,,,,,0,0,,,1,0,0,,
2,233,Dehaene II,950623,88888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1486,11,8.03,7.750556,3.6,0.1933,0.205,1,0,1,54.66667,4,0,1,0,0,0,1,1,0,2,16,-1,15,0,0.122561,0.0864499,1,8.666667,21.1,7.310282,2.647109,1,0.205,0,19.8,1,0,0,0,0,0,1,0,1,0,1,1,2.6,1,1,1,1,0,1,0,2,1,0,0,0,1,150,0,0,0,0,0,0,0,1,0,1,0,0,1,33,34,0,0,1,2,17350,1,1,0,1,97,1,2,3,1,1,0,0,1,4,1,1,1,1,0,0,0,0,0,IC,0,1,1,2,2,PS,,,,0,0,0,0,0,7.930818,0.15,1.5,14.1,2.6,12.6,,,,0,,,,,,,,,,,,1,,,,,,,,,0,0,,,0,1,0,,
12,1223,Kok II,980803,88888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1373,9,4.81,4.177581,2.29,0.3,0.336,1,0,1,64.66666,3,0,1,0,0,0,1,0,1,3,14,1,15,1,0.0565233,0.0457474,1,0,30.1,12.48788,2.850014,1,0.24,20.5,29.4,1,1,0,0,1,0,1,0,1,0,1,1,3.6,0,0,0,0,0,0,1,1,0,0,0,0,1,150,1,1,1,0,0,0,0,0,0,0,1,1,1,87,88,0,0,1,2,36000,0,1,0,1,98,1,2,3,2,0,1,0,2,4,1,1,2,0,0,0,0,0,0,IC,1,0,1,1,1,CoC,,,,0,0,0,0,0,16.66667,1.067,2,4.1,4.3,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,0,1,0,,
14,1414,Guterres,951028,88888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1440,4,2.55,3,1,0.487,0.5,1,0,0,48.69565,1,0,1,0,1,0,0,0,0,1,16,0,16,0,,,,6.521739,23.5,8.12114,2.608728,1,0.167,12.5,0,0,1,0,0,0,1,1,1,1,0,0,0,4.29,0,1,1,0,1,0,0,7,0,1,0,0,1,230,0,1,1,0,0,0,0,0,0,0,0,0,0,30,31,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,,,0,0,0,0,0,0,21.73913,26.4,4.1,7.2,2.9,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,,,1,0,0,,
17,1720,Blair,970502,88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1831,10,2.13,1,1,0.6343,1,0,0,0,63.42944,1,0,1,1,0,0,1,0,0,,24,1,23,1,,,,0,31.6,0,3.027119,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,2.03,0,0,0,0,0,1,0,7,1,1,0,0,1,659,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,26.74163,11.6,3.1,5.7,3.5,4.7,,,,4.7,,,,,,,,,,,,0,,,,,,,,,0,0,,,1,0,0,,
15,1510,Aznar,960505,88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1403,11,2.72,3.471595,1,0.4457,0.455,1,0,0,44.57143,1,0,1,0,1,0,0,0,0,1,14,-1,15,-1,,,,6,35.1,10.81379,2.644229,1,,,0,0,0,0,0,1,0,1,0,1,0,1,1,2,1,1,1,1,0,1,0,7,1,1,0,0,1,350,0,0,0,0,0,0,1,1,1,1,0,0,0,58,59,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,5.428571,0,3.6,22.2,2.4,,,,,,,,,,,,,,,,,0,,,,,,,0,0,0,0,,,0,0,0,,
13,1301,Gerhardsen II,451105,491010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1435,6,3.18,1,1,0.5067,1,0,0,0,50.66667,1,,1,1,0,0,1,0,0,,11,,14,,,,,7.333333,65.8,0,2.789799,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,6.76,0,0,0,0,0,0,0,2,0,1,0,0,1,150,1,,,,,,,,,,,,,3,4,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,1,1435,0,,,,,,,,2,1.6,12.1,1,0,2.5,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,,,0,0,0,0,,4.7,0.0927631,,,,,
1,102,Figl I,451220,471120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1461,3,2.09,1,1,0.5152,1,0,0,1,100,3,0,1,0,0,0,1,0,1,3,13,1,15,1,0.0590909,0.0902357,1,2.424242,,0,,0,1,,,1,1,1,0,0,0,1,1,1,0,1,1,4.14,0,0,0,0,1,0,0,4,0,1,0,0,1,165,0,1,1,0,0,0,0,0,0,0,0,1,0,25,26,0,0,0,0,,,,,,,0,1,1,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,CaC,1,0,1,1,1,CoC,0.4791239,700,0,0,0,0,0,0,,,0,,-58.7,1.7,98,10.3,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-12,-0.12,0,0,0,,-5.8
10,1004,De Gasperi III,470202,470513,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,441,16,4.8,3.342246,2.27,0.3723,0.48,1,0,1,76.61871,3,-1,1,0,0,0,1,0,1,3,16,0,16,0,0.1807512,0.2199669,1,24.10072,61,25.47476,2.644066,0,0.48,0,61,1,1,1,0,0,1,1,0,0,0,0,0,7.13,0,0,0,0,0,0,0,2,0,0,0,0,1,556,0,0,0,0,0,0,1,0,1,1,0,0,1,13,14,1,1,0,0,,,,,,,0,1,1,2,0,1,0,2,3,0,0,2,0,1,0,1,1,1,CoC,1,0,1,1,1,CoC,0.2267574,100,0,0,0,0,0,0,,,62,8.3,15.7,8.3,62,15.7,0,8.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3.9,0.0509014,0,1,0,13.3,13.3
16,1601,Hansson,450731,461006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1146,5,3.14,1.577892,1,0.5,0.789,1,0,0,50,1,,1,0,1,0,0,0,0,1,11,,16,,,,,6.521739,65.8,23.01766,2.658424,0,0.789,0,0,1,1,0,0,0,1,1,0,0,1,0,1,5.16,0,0,0,0,0,1,1,2,0,1,0,0,1,230,1,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.3769633,432,0,,,,,,,,0,4.5,7.1,3.2,0.7,4.9,0,3.2,0,0,0,1,0,1,0,0,1,0,0,,0,1,0,,,0,0,1,0,,-0.6,-0.012,,,,,
12,1202,Beel I,460703,480707,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,735,7,4.47,4.697062,1.97,0.32,0.316,1,0,1,61,2,-1,1,0,0,0,1,1,0,2,15,0,14,-1,0.0245902,0.0060716,0,10,41.9,15.24716,3.241821,1,0.175,17.1,23.7,0,0,0,0,0,0,1,0,1,0,1,1,3.6,0,0,0,0,0,0,1,1,0,0,0,0,1,100,1,1,1,0,0,0,0,0,0,0,0,0,0,47,48,0,0,0,0,,,,,,,0,1,1,2,0,1,0,2,4,0,0,2,0,1,0,1,2,2,Parl,1,0,1,2,2,Parl,1,735,0,0,0,0,0,0,,,9,2.3,68.8,1,4,10.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,-1.5,-0.0245902,0,0,0,-1.7,0.2
8,802,Thors III,460630,470204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1461,4,3.61,2.997,2.27,0.3846,0.5,1,0,1,75,3,0,1,0,0,0,1,0,1,3,13,0,6,0,0.2307692,0.1692308,0,19.23077,94.2,28.66818,2.641448,1,0.167,67.2,34.7,0,1,0,0,1,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,3,0,1,0,0,0,52,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,,,,,,,0,0,,2,0,1,0,2,2,0,0,2,0,0,0,0,0,0,IC,0,0,0,0,0,IC,0.0698152,102,0,0,0,0,0,0,3.846154,,6,,,,8,,8,,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.3,-0.0173333,0,0,1,0,0
2,204,Spaak II,470320,490627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1123,5,2.91,3,1.6,0.4554,0.5,1,0,1,79.70297,2,-1,1,0,0,0,1,1,0,2,17,1,19,0,0.1119691,0.1428571,0,11.38614,43.6,16.95811,3.517994,1,0.5,0,43.6,0,0,1,1,0,0,1,0,1,1,0,1,2.6,1,1,0,0,0,1,0,2,1,0,0,0,1,202,0,0,0,0,0,0,0,0,1,1,0,0,0,7,8,1,1,0,0,,,,,,,0,1,1,2,0,1,0,2,4,0,0,2,0,0,0,0,0,0,CaC,0,1,1,0,2,PS,0.7390917,830,0,0,0,0,0,0,,,2,1.8,6,8.6,-3,5.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.7,-0.0087826,0,1,0,1.1,-1.8
8,803,Stefansson,470204,491206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1244,4,3.61,2.997,2.27,0.3846,0.5,1,0,1,80.76923,3,0,1,0,0,0,1,0,1,3,15,1,6,0,0.2095238,0.1820728,0,19.23077,94.2,28.66818,2.641448,1,0.167,67.2,94.2,1,1,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,3,0,1,0,0,0,52,1,0,0,0,0,0,0,0,1,1,0,0,0,117,118,1,4,1,2,950,0,2,0,0,98,0,1,2,2,0,1,0,2,2,0,1,2,0,0,0,0,0,0,IC,0,0,0,0,0,IC,0.7829582,974,0,1,0,0,1,1,3.846154,,8,,,,3,,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.1,0.0012381,0,0,0,0,-1.3
10,1002,De Gasperi I,451209,460701,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,6,0,,,,,,,,,15,1,17,1,,,1,,,,,,,,,,,,,,,0,0,0,0,0,0,7.13,0,0,0,0,0,0,0,2,0,0,0,0,1,,0,0,0,0,0,0,1,0,1,1,0,0,0,16,17,0,0,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,203,,0,0,0,0,0,,,97,,-21.7,,18,31,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,0,0,0,,
3,301,Kristensen,451107,471028,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1453,7,4.53,4.311627,1,0.3221,0.345,1,0,0,25.50336,1,,0,0,1,0,0,0,0,1,12,,12,,,,,12.08054,39.4,16.00683,3.015479,0,0.091,7.3,0,0,0,0,0,1,0,1,0,0,0,1,1,6.5,0,0,0,0,0,1,1,4,1,1,0,0,0,149,1,,,,,,,,,,,,,8,9,1,1,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.4955265,720,1,,,,,,,,1,13.4,-7.5,8.9,3,5.6,3,0,0,1,0,1,1,1,2,0,0,1,1,,0,0,1,,,0,0,0,0,,4.2,0.1646842,,,,,
1,103,Figl II,471120,491011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,761,3,2.09,1,1,0.5152,1,0,0,1,97.57576,2,-1,1,0,0,0,1,0,1,3,13,0,15,0,0.0279503,0.0276052,1,2.424242,,0,,0,1,,,1,1,1,0,0,0,1,1,1,0,1,1,4.14,0,0,0,0,1,0,0,4,0,1,0,0,1,165,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,,,,,,,0,1,1,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,CaC,1,0,1,1,1,CoC,0.9053876,689,0,1,1,0,1,1,,,98,1.7,10.3,4.6,22.6,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-11.7,-0.1199068,1,0,0,,-5.8
16,1602,Erlander I,461011,480919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,709,5,3.14,1.577892,1,0.5,0.789,1,0,0,50,1,0,1,0,1,0,0,0,0,1,11,0,16,0,,,,6.521739,65.8,23.01766,2.658424,0,0.789,0,0,1,1,0,0,0,1,1,0,0,1,0,1,5.16,0,0,0,0,0,1,1,2,0,1,0,0,1,230,1,0,1,1,0,1,0,0,0,0,0,1,0,5,6,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,1,709,0,0,0,1,1,0,,,0.7,3.2,4.9,2.8,6,4.5,0,2.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,0,-0.6,-0.012,1,0,0,,
4,401,Paasikivi III,450417,460308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1171,7,4.78,5.029726,4.22,0.25,0.254,1,0,1,85.5,5,,1,0,0,0,1,0,1,3,12,,17,,0.1608187,0.194152,0,24.5,121.2,43.26703,3.098513,1,0.237,75.6,121.2,1,1,1,0,0,1,1,1,1,0,0,0,4.86,0,0,0,0,0,0,0,1,0,0,1,1,0,200,0,,,,,,,,,,,,,31,32,0,0,1,4,448,0,0,0,0,100,0,1,1,3,0,0,1,3,3,0,1,3,0,0,0,0,,0,CaC,0,0,0,,0,CaC,0.2775406,325,0,,,,,,,,40.4,,-5.7,,60,8.1,0,,0,0,0,0,0,1,0,0,1,0,0,,0,1,0,0,0,0,1,0,0,,-0.9,-0.0105263,,,,-1.3,
9,901,de Valera VI,440609,480204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1790,5,2.71,1,1,0.5507,1,0,0,0,55.07246,1,,1,1,0,0,1,0,0,,12,,11,,,,,0,,,,0,1,,,1,1,0,0,0,0,0,1,0,0,1,1,4.06,0,0,0,0,0,0,0,6,0,1,0,0,1,138,1,,,,,,,,,,,,,10,11,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.7346368,1315,1,,,,,,,,4.3,11.3,-0.1,9.4,3,4.8,0,0,0,0,0,0,0,0,2,0,0,1,1,,0,0,0,,,0,0,0,0,,-7,-0.1271053,,,,,
