v001x,v002x,v003x,v004x,v005x,v001y,v002y,v003y,v004y,v005y,v006y,v007y,v008y,v009y,v010y,v011y,v012y,v013y,v014y,v015y,v016y,v017y,v030y,v030y2,v031y,v031y2,v032y,v032y2,v033y,v033y2,v034y,v034y2,v035y,v035y2,v036y,v036y2,v040y,v041y,v042y,v043y,v044y,v044y2,v045y,v046y,v047y,v048y,v049y,v050y,v051y,v051y2,v052y,v053y,v054y,v055y,v056y,v057y,v058y,v058y2,v059y,v059y2,v060y,v060y2,v061y,v062y,v063y,v080y,v081y,v082y,v083y,v084y,v085y,v086y,v088y,v089y,v090y,v091y,v091y2,v092y,v093y,v120y,v121y,v122y,v123y,v124y,v124y2,v125y,v126y,v127y,v128y,v129y,v130y,v131y,v132y,v133y,v134y,v135y,v136y,v137y,v138y,v139y,v140y,v160y,v160y1,v161y,v161y1,v161y2,v162y,v163y,v164y,v165y,v166y,v166y2,v166y3,v167y,v167y2,v168y,v168y2,v169y,v169y2,v169y9,v169y10,v169y11,v169y12,v169y13,v169y14,v170y,v170y2,v170y3,v171y,v171y1,v171y2,v171y3,v171y4,v171yt,v172y,v173y,v174y,v174y1,v175y,v176y,v176y2,v176y3l,v176y3,v176yt,v177y,v178y,v178y2,v178y3l,v178y3,v178yt,v179y,v179y2,v180y,v200y,v201y,v202y,v203y,v203y2,v204y,v204y2,v205y,v206y,v207y,v208y,v209y,v210y,v211y,v212y,v213y,v214y,v215y,v216y,v216y2,v216y3,v217y,v217y2,v217y3,v217y4,v217y5,v217y5l,v217y6,v217y7,v217y23,v217y24,v217y25,v217y27,v217y31,v217y32,v218y,v218yl,v219y,v219y2,v219y3,v219y4,v219y5,v220y,v221y
4,403,Fagerholm I,480729,500301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,1,0,0,0,0,0,0,0,0,1,1068,6,4.54,4.445649,1,0.28,0.286,1,0,0,27,1,-1,1,0,1,0,0,0,0,1,12,0,15,-1,,,,19,28.9,9.268341,3.39054,1,0.286,0,0,0,1,0,0,0,1,1,1,1,0,0,0,4.86,0,0,0,0,0,0,0,1,0,0,1,1,0,200,0,1,1,0,0,0,0,0,0,0,0,0,0,28,29,1,1,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.5430712,580,0,0,0,0,0,0,8,0.18,35,,7.9,,15.1,3.9,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,,0,1,0,0,0,0.2,0.0074074,0,1,0,,
10,1013,Segni I,550722,570516,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1054,9,4.2,2.432338,1.18,0.4441,0.621,1,0,1,50,3,0,1,0,0,1,0,0,0,1,17,0,21,-1,0.1659134,0.1631356,1,29.15254,24.5,5.734502,2.93951,0,0.621,0,24.5,1,1,0,0,0,0,1,0,0,1,0,1,7.13,1,0,0,0,1,0,0,2,0,0,0,0,1,590,0,0,0,0,0,0,1,0,1,1,0,1,0,16,17,0,0,0,0,,,,,,,0,1,1,2,0,1,0,2,3,0,0,2,0,1,0,1,1,1,CoC,1,0,1,1,1,CoC,0.6451613,680,0,0,0,0,0,0,14.49773,3.2,2.3,9.8,6.7,8.2,1.3,5.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2.8,0.056,0,0,1,2.2,2.2
4,407,Kekkonen IV,530709,531104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,360,6,4.78,4.454124,1.47,0.265,0.286,1,0,1,33,2,-1,1,0,0,1,0,0,0,1,11,0,14,-1,0.0454545,0.0690236,0,21.5,81.8,26.59118,3.307146,1,0.286,6.9,8,1,0,0,0,0,0,1,1,1,0,0,0,4.86,0,0,0,0,0,0,0,1,0,0,1,1,0,200,0,0,0,0,0,0,0,0,1,1,0,0,1,10,11,1,2,1,3,224,0,0,0,0,100,0,1,1,3,0,0,1,3,3,0,1,3,0,0,0,0,0,0,CaC,0,0,0,0,0,IC,0.3277778,118,0,0,0,0,0,0,5.5,0.225,1.9,,0.1,,1.9,0.1,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.3,0.0090909,0,1,0,0.9,0.9
9,902,Costello I,480218,510530,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,1,0,0,1,0,0,0,0,0,0,0,0,1,1786,6,3.46,1.73913,4,0.4626,0.75,1,0,1,45.57823,4,1,0,0,0,1,0,0,0,1,13,1,13,1,0.1153324,0.1572905,1,0,70.9,14.07713,2.83922,0,0.75,0,70.9,0,0,0,0,0,0,0,1,0,0,1,1,4.06,1,0,0,0,0,0,0,6,0,1,0,0,1,147,1,0,0,0,0,0,0,1,0,1,0,0,0,14,15,1,1,0,0,,,,,,,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,,2,PS,1,0,1,,2,Parl,0.6618141,1182,0,0,0,0,0,0,12.67377,,3,9.4,4.8,7.3,7.7,2.4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-5.7,-0.1250597,1,0,0,6,6
13,1305,Gerhardsen IV,550122,571007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,989,6,3.09,1,1,0.5133,1,0,0,0,51.33333,1,0,1,1,0,0,1,0,0,,13,0,13,0,,,,2,50.2,0,2.918331,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,6.76,0,0,0,0,0,0,0,2,0,1,0,0,1,150,1,0,0,0,0,0,1,0,1,1,0,1,0,8,9,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,1,989,0,0,1,1,1,1,9.333333,1,1.1,1.2,2.1,1.4,2.8,2.3,0,1.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,0,1.6,0.0311688,0,0,1,,
4,404,Kekkonen I,500317,510117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,472,6,4.54,4.445649,1.8,0.28,0.286,1,0,1,37.5,3,1,1,0,0,1,0,0,0,1,11,-1,15,0,0.1641026,0.1591398,0,19,28.9,9.268341,3.39054,1,0.286,0,23.6,1,0,1,0,0,0,1,1,1,0,0,0,4.86,0,0,0,0,0,0,0,1,0,0,1,1,0,200,0,0,1,1,1,0,0,0,0,0,0,0,0,16,17,1,1,1,3,248,0,0,0,0,100,0,1,1,3,0,0,1,3,3,0,1,3,0,0,0,0,0,0,CaC,0,0,0,0,0,CaC,0.6483051,306,0,0,0,0,1,0,8,0.18,15.1,,3.9,,15.8,9.3,0,,0,0,1,0,1,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7,0.0186667,0,0,1,-1,-1
10,1009,De Gasperi VIII,530716,530728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1774,10,4.2,2.432338,1,0.4441,0.621,1,0,0,44.40678,1,-1,1,0,1,0,0,0,0,1,17,0,19,0,,,,29.15254,24.5,5.734502,2.93951,0,0.621,0,0,1,1,0,0,0,0,1,0,0,1,0,1,7.13,1,0,0,0,1,0,0,2,0,0,0,0,1,590,0,1,1,0,0,0,0,0,0,0,0,0,1,17,18,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.0067644,12,0,0,0,0,0,0,14.49773,3.2,1.5,10,7.5,10,1.5,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,0,0,0,0,0,2.2,0.049542,1,0,0,,
17,1703,Churchill II,511026,550405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1832,5,2.05,1,1,0.5136,1,0,0,0,51.36,1,0,1,1,0,0,1,0,0,,17,-1,16,-1,,,,0,33.8,0,3.071039,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,2.03,0,0,0,0,0,1,0,7,1,1,0,0,1,625,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.6861354,1257,0,0,1,0,1,1,3.84,2.7,9.9,1.3,3.6,1.6,3.5,3.3,3.5,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,,,0,1,0,0,0,1.7,0.0330997,0,0,1,,
9,905,de Valera VIII,570320,590623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1785,5,2.7,1,1,0.5306,1,0,0,0,53.06122,1,-1,1,1,0,0,1,0,0,,12,-1,12,-1,,,,0,110.3,0,2.683655,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,4.06,1,0,0,0,0,0,0,6,0,1,0,0,1,147,1,0,0,0,0,0,0,1,1,1,0,0,0,15,16,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.4386555,783,0,0,1,0,1,1,14.28571,3.03,3.9,9.2,-0.1,8,0,4.1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,,,0,1,0,0,0,-4.5,-0.0848077,1,0,0,,
10,1015,Fanfani II,580701,590126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1762,11,3.8,1.971034,1.1,0.4581,0.702,1,0,1,48.65772,2,1,1,0,0,1,0,0,0,1,19,1,23,1,0.099274,0.0842365,1,27.68456,47.5,10.97945,2.836464,0,0.702,0,14.5,1,1,1,0,0,0,1,0,0,1,0,1,7.13,1,0,0,0,1,0,0,2,0,0,0,0,1,596,0,0,0,0,0,0,1,0,1,1,0,0,0,12,13,0,0,0,0,,,,,,,0,1,2,2,0,1,0,2,3,0,0,2,0,1,0,1,1,1,CoC,1,0,1,1,1,CoC,0.1186152,209,0,0,0,0,0,0,4.256626,0.933,2.9,6.6,4.9,5.6,-0.5,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-2.6,-0.0534345,0,0,1,-4,-4
2,205,Eyskens,490811,500318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,1,0,0,0,0,0,0,0,0,1,1473,4,2.75,3,1.6,0.4953,0.5,1,0,1,63.20755,2,0,1,0,0,0,1,1,0,2,16,-1,17,-1,0.1585821,0.1446932,0,5.660378,81.8,26.47384,2.657234,1,0.5,0,29.4,0,1,1,1,0,0,1,0,1,1,0,1,2.6,1,1,0,0,0,1,0,2,1,0,0,0,1,212,0,0,0,0,0,0,0,1,1,1,0,0,0,45,46,1,3,0,0,,,,,,,0,1,1,2,0,1,0,2,4,0,0,2,0,0,0,0,0,0,CaC,0,0,0,2,0,CaC,0.1486762,219,0,0,0,0,0,0,9.247151,0.067,-3,8.6,5.6,8.3,-1,3.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-4.1,4.1
4,412,Sukselainen Ic,570527,570702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,405,6,4.71,4.454124,1.99,0.27,0.286,1,0,1,39.5,3,-1,1,0,0,1,0,0,0,1,11,0,14,-1,0.1708861,0.1254315,0,21.5,76.6,32.89339,3.280487,1,0.286,76.6,36.5,1,0,1,0,0,0,1,1,1,0,0,0,4.86,0,0,0,0,0,0,0,1,0,0,1,1,0,200,0,0,0,0,0,0,1,0,1,1,0,0,0,6,7,1,1,1,3,242,0,0,0,0,100,0,1,1,3,0,0,1,3,3,0,1,3,0,0,0,0,0,0,CaC,0,0,0,0,0,CaC,0.0888889,36,0,0,0,0,0,0,3,0,11.2,,1.5,,11.2,1.5,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-3.3,-0.0835443,1,0,0,-0.3,-1
6,604,Adenauer IV,560225,570915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,588,6,2.7,1,1,0.5154,1,0,0,1,57.70021,3,0,1,0,0,0,1,0,1,3,18,0,21,0,0.2432384,0.2114203,0,0,22.4,0,2.6246,0,1,0,8.9,1,1,0,0,0,0,1,1,1,0,1,1,3.47,1,0,1,1,0,0,0,7,0,1,0,0,1,487,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,,,,,,,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,Pca,1,0,1,1,1,Pca,0.9659864,568,0,0,0,1,1,0,20.82095,3.7,2.5,4,7.2,3.4,2.1,5.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.1,0.0883879,0,1,0,5,5
6,603,Adenauer III,550723,560225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,805,5,2.67,1,1,0.5154,1,0,0,1,64.68172,3,-1,1,0,0,0,1,0,1,3,18,0,21,1,0.1468254,0.1150072,0,0,22.4,0,2.6246,0,1,0,14.4,1,1,0,0,0,0,1,1,1,0,1,1,3.47,1,0,1,1,0,0,0,7,0,1,0,0,1,487,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,,,,,,,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,Pca,1,0,1,1,1,Pca,0.2695652,217,0,0,0,0,0,0,20.82095,3.7,1.7,5.1,12,4,2.5,7.2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3.3,0.0510191,0,1,0,5,5
11,1104,Dupong IV,510703,531223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1066,4,3.07,3,2,0.4038,0.333,1,0,1,76.92308,2,0,1,0,0,0,1,1,0,2,14,1,6,-1,0.1178571,0.1625,0,7.692308,36.6,1.270412,3.029468,1,0.333,0,3.1,1,0,1,1,0,0,1,1,1,0,0,0,4,1,1,0,0,0,0,0,5,1,1,0,0,1,52,1,1,1,0,0,0,0,0,0,0,0,0,1,29,30,1,1,1,2,,,,,,,1,2,3,2,0,1,0,2,4,1,1,2,0,,,,,,O,,,,,,O,0.84803,904,0,0,0,0,1,0,7.126697,4.3,8,,,,-0.2,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.2,0.0286,1,0,0,3.1,3.1
4,408,Tuomioja,531117,540307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,229,6,4.78,4.454124,,0.265,0.286,1,1,,0,0,-1,0,0,0,0,0,0,0,,11,0,15,1,,,,21.5,81.8,26.59118,3.307146,1,0.286,6.9,,0,0,0,0,1,0,1,1,1,0,0,0,4.86,0,0,0,0,0,0,0,1,0,0,1,1,0,200,0,0,0,0,0,0,0,0,1,1,0,0,0,13,14,1,2,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,0.4803493,110,1,0,0,0,0,0,5.5,0.225,1.9,,0.1,,0,9.1,0,,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,,
17,1702,Attlee II,500301,511026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1826,4,2.08,1,1,0.504,1,0,0,0,50.4,1,0,1,1,0,0,1,0,0,,20,-1,19,-1,,,,0,38.6,0,3.612551,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,2.03,0,0,0,0,0,1,0,7,1,1,0,0,1,625,0,1,1,0,0,0,0,0,0,0,1,1,1,6,7,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.3307776,604,1,0,0,0,0,0,14.39875,1.7,2.7,1.6,3.7,1.3,9.9,3.6,0,1.3,0,0,1,0,1,1,2,0,0,1,1,0,0,0,0,,,0,0,0,0,0,2.7,0.0535714,1,0,0,,
3,303,Hedtoft II,500916,501026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1450,6,3.96,3.588564,1,0.3974,0.462,1,0,0,39.7351,1,0,1,0,1,0,0,0,0,1,14,-1,15,-1,,,,4.635762,65.1,19.44716,2.8424,0,0.077,9.2,0,0,0,0,0,0,1,1,0,0,0,1,1,6.5,0,0,0,0,0,1,1,4,1,1,0,0,0,151,1,0,0,0,0,0,0,1,0,1,1,1,1,11,12,1,1,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.0275862,40,0,0,1,0,1,1,12.84327,0.4,6,8.7,7.1,8.7,6,7.1,0,8.7,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,,,0,0,0,0,0,0.8,0.0201333,1,0,0,,
8,807,Jonasson III,560724,581223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1432,4,3.48,2.997,3,0.3654,0.5,1,0,1,63.46154,3,1,0,0,0,0,1,1,0,2,13,-1,6,-1,0.0652681,0.0575758,0,0,37.7,13.36135,3.10704,1,0.167,7.8,29.9,1,0,1,1,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,3,0,1,0,0,0,52,1,0,0,0,0,0,0,1,1,1,0,0,0,31,32,0,0,1,2,697,0,4,0,0,96,0,1,1,2,0,1,0,2,2,0,1,2,0,0,0,0,0,0,IC,0,0,0,0,0,IC,0.603352,864,0,0,0,0,0,0,7.692307,0.5,10.3,,1.6,,6.4,9.2,0,,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8,0.0283636,0,1,0,11.6,11.6
16,1607,Erlander VI,571031,580601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1053,5,3.18,2.997,1,0.4589,0.5,1,0,0,45.88745,1,-1,1,0,1,0,0,0,0,1,12,0,16,0,,,,2.597403,99.9,35.52504,2.361019,1,0.167,46,0,0,1,0,0,0,1,1,0,0,1,0,1,5.16,0,0,0,0,0,1,1,2,0,1,0,0,1,231,1,0,0,0,0,0,0,0,1,1,0,0,1,5,6,1,2,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.2022792,213,1,0,0,0,0,0,5.127047,1.4,4.5,1.9,2.4,2.5,4.3,2.4,0,2.5,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,,,0,0,0,0,0,1.6,0.0348679,0,0,1,,
8,809,Jonsson II,590628,591025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1461,4,3.2,3.270346,1,0.3846,0.417,1,0,0,11.53846,1,0,0,0,1,0,0,0,0,1,13,0,4,0,,,,0,92,36.49591,3.025403,1,0.25,28.6,0,0,0,0,0,0,1,1,1,0,0,0,0,5,0,0,1,0,0,0,0,3,0,1,0,0,0,52,1,0,1,1,1,0,0,0,0,1,1,1,1,1,2,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.0814511,119,1,0,0,0,0,0,5.769231,5.8,9.6,,2,,9.6,2,0,,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,,,0,0,0,0,0,2.7,0.234,1,0,0,,
8,808,Jonsson I,581223,590628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,550,4,3.48,2.997,1,0.3654,0.5,1,0,0,15.38461,1,-1,0,0,1,0,0,0,0,1,13,0,4,-1,,,,0,37.7,13.36135,3.10704,1,0.167,7.8,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,1,0,0,0,0,3,0,1,0,0,0,52,1,0,0,0,0,0,0,0,1,1,0,0,0,20,21,1,1,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.3418182,188,0,0,1,0,1,1,7.692307,0.5,6.4,,9.2,,9.6,2,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,0,1,0,0,0,-5.8,-0.3770002,0,1,0,,
3,305,Eriksen II,530421,530922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1461,6,3.82,3.588564,2,0.4106,0.462,1,0,1,39.7351,2,0,0,0,0,1,0,0,0,1,15,0,13,0,0.1,0.0666667,0,4.635762,35.5,9.076006,2.520928,0,0.077,2.2,0.4000001,0,0,1,0,1,0,1,0,0,0,0,0,6.5,0,0,0,0,0,1,1,4,1,1,0,0,0,151,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,,,,,,,1,2,3,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,CaC,0,0,0,0,0,IC,0.1054073,154,0,0,0,0,0,0,2.649007,0.4,1,9.2,5.8,9.2,1,5.8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0.0125833,0,1,0,1,1
2,206,Duvieusart,500608,500811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1515,4,2.49,1,1,0.5094,1,0,0,0,50.9434,1,-1,1,1,0,0,1,0,0,,14,-1,14,-1,,,,3.301887,35.2,0,3.058902,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2.6,1,1,0,0,0,1,0,2,1,0,0,0,1,212,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.0422442,64,0,0,0,0,0,0,6.603774,0,-1,8.3,3.1,8.3,-1,3.1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,,,0,1,0,0,0,-6.6,-0.1295555,0,1,0,,
11,1106,Bech II,540629,580329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1797,4,2.68,1.923077,1.28,0.5,0.7,1,0,1,82.69231,2,0,1,0,0,0,1,1,0,2,13,-1,7,1,0.0876565,0.1286822,0,5.769231,55.3,21.86143,2.781949,1,0.7,0,55.3,1,0,1,1,0,0,1,1,1,0,0,0,4,1,1,0,0,0,0,0,5,1,1,0,0,1,52,1,1,1,0,0,0,0,0,0,0,1,1,1,29,30,0,0,1,2,,,,,,,1,2,3,2,0,1,0,2,4,1,1,2,0,,,,,,O,,,,,,O,0.7618253,1369,0,0,0,0,0,0,9.615385,1.1,1,,,0.2,0.6,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-6.2,-0.0749767,0,1,0,-6.3,-6.3
4,405,Kekkonen II,510117,510702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,166,6,4.54,4.445649,2.78,0.28,0.286,1,0,1,64.5,4,1,1,0,0,0,1,0,1,3,11,0,17,1,0.0604651,0.0565435,0,19,28.9,9.268341,3.39054,1,0.286,0,23.6,1,1,1,0,0,0,1,1,1,0,0,0,4.86,0,0,0,0,0,0,0,1,0,0,1,1,0,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,268,0,0,0,0,100,0,1,1,3,0,0,1,3,3,0,1,3,0,0,0,0,0,0,CaC,0,0,0,0,0,CaC,1,166,0,0,1,0,1,1,8,0.18,15.8,,9.3,,15.8,9.3,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9,0.0139535,0,1,0,0.2,-1
11,1103,Dupong III,480714,510604,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,1,0,0,1,0,0,0,0,0,0,0,0,1,1058,4,3.19,3,1.6,0.4314,0.5,1,0,1,60.78431,2,0,1,0,0,0,1,1,0,2,13,1,7,0,0.0430108,0.0046083,0,9.803922,26.2,12.74355,2.88339,1,0.5,0,0,1,1,1,1,0,0,1,1,1,0,0,0,4,1,1,0,0,0,0,0,5,1,1,0,0,1,51,1,1,1,0,0,0,0,0,0,0,1,1,1,37,38,1,1,1,2,,,,,,,1,2,3,2,0,1,0,2,4,1,1,2,0,,,,,,O,,,,,,O,0.9971645,1055,0,0,0,0,1,0,7.843137,1.45,6,,,,8,,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-8.6,-0.1414839,1,0,0,-6,-6
4,409,Törngren,540505,541014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1523,6,4.71,4.454124,2.45,0.27,0.286,1,0,1,60,3,1,1,0,0,0,1,0,1,3,11,0,14,-1,0.0314103,0.05,0,21.5,76.6,32.89339,3.280487,1,0.286,76.6,76.6,1,1,0,0,0,0,1,1,1,0,0,0,4.86,0,0,0,0,0,0,0,1,0,0,1,1,0,200,0,0,0,0,0,0,0,1,0,1,0,0,0,59,60,1,4,1,2,354,0,0,0,0,100,0,1,1,3,0,0,1,3,3,0,1,3,0,0,0,0,0,0,CaC,0,0,0,0,0,CaC,0.106369,162,0,0,0,0,0,0,3,0,0,,9.1,,0,9.1,0,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,-4.3,-0.0716667,0,0,0,-1,-0.3
9,908,Lemass III,650421,661110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,1,1786,4,2.63,1.577892,1,0.5,0.789,1,0,0,50,1,0,1,0,1,0,0,0,0,1,15,1,15,1,,,,0,15.3,3.754453,2.97203,0,0.789,0,0,1,1,0,0,0,0,0,1,0,0,1,1,4.06,1,0,0,0,0,0,0,6,0,1,0,0,1,144,1,0,0,0,0,0,0,1,0,1,1,1,1,14,15,0,0,,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,,,,,,,,,0.3129899,559,0,0,0,0,1,1,5.555555,3.9,5,5.6,2,6.1,3.1,0.8,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,,,0,1,0,0,0,-2,-0.04,0,0,1,,
12,1210,Cals,650414,661015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,761,10,4.51,5.175796,2.65,0.3333,0.302,1,0,1,70.66667,3,-1,1,0,0,0,1,0,1,3,13,0,14,1,0.0916442,0.0648585,1,2.666667,40.3,13.82022,2.519569,1,0.302,0,33,1,0,1,1,0,0,1,0,1,0,1,1,3.6,0,0,0,0,0,0,1,1,0,0,0,0,1,150,1,0,0,0,0,0,0,0,1,1,0,0,0,46,47,1,2,1,3,3600,5,0,0,0,95,0,1,2,2,0,1,0,2,4,0,1,2,0,0,0,0,2,0,IC,1,0,1,2,2,Parl,0.7214192,549,0,0,0,0,0,0,6,0.45,5.9,0.7,5.3,1,5.7,2.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-8.6,-0.1216981,0,1,0,-4.4,-5.4
