v001x,v002x,v003x,v004x,v005x,v006x,v007x,v008x,v009x,v010x,v011x,v012x,v013x,v014x,v015x,v016x,v017x,v018x,v019x,v020x,v021x,v022x,v023x,v024x,v025x,v026x,v027x,v028x,v029x,v030x,v031x,v032x,v033x,v034x,v035x,v036x,v037x,v038x,v039x,v040x,v041x,v042x,v043x,v044x,v045x,v046x,v047x,v048x,v049x,v050x,v051x,v052x,v053x,v054x,v055x,v056x,v057x,v058x,v059x,v060x,v061x,v062x,v063x,v064x,v065x,v066x,v067x,v068x,v069x,v070x,v071x,v072x,v073x,v074x,v075x,v076x,v077x,v078x,v079x,v080x,v081x,v082x,v083x,v084x,v085x,v086x,v087x,v088x,v089x,v090x,v091x,v092x,v093x,v094x,v095x,v096x,v097x,v098x,v099x,v100x,v101x,v102x,v103x,v104x,v105x,v106x,v107x,v108x,v109x,v110x,v111x,v112x,v113x,v114x,v218x,v219x,v220x,v221x,v222x,v223x,v224x,v225x,v226x,v227x,v228x,v229x,v230x,v231x,v232x,v233x,v234x,v235x,v236x,v237x,v238x,v239x,v240x,v241x,v242x,v243x,v244x,v245x,v246x,v247x,v248x,v249x,v250x,v251x,v252x,v253x,v254x,v255x,v256x,v257x,v258x,v259x,v260x,v261x,v262x,v263x,v264x,v265x,v266x,v267x,v268x,v269x,v270x,v271x,v272x,v273x,v274x,v275x,v276x,v277x,v278x,v279x,v280x
3,310,Kampmann II,601118,620903,60,1409,654,0.464158978,0,"SD, RL",0,2,1,0,0,1,F,F,88888,88888,88888,88888,11,77,11,88888,88888,88888,88888,32,39,6,88888,88888,88888,3,88888,88888,88888,88888,88888,88888,88888,RL,179,88,49.16201,3.7,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,7,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,3,N,0,88888,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,99999,99999,99999,99999,99999,99999,0,0,1,0,0,0,0,0,88888,0,88888,88888,0,0,0,0,1,0,88888,88888,1,1,0,0,1964,88888,88888,88888,88888,88888,-0.2,-0.5,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-0.7,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,0,88888
3,311,Krag I,620903,640922,60,754,750,0.9946949602,0,"SD, RL",0,2,1,0,0,1,E,E,88888,88888,88888,88888,11,77,11,88888,88888,88888,88888,32,39,6,88888,88888,88888,3,88888,88888,88888,88888,88888,88888,88888,RL,179,88,49.16201,3.7,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,7,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,1,N,0,88888,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,99999,99999,99999,99999,99999,99999,1,0,0,0,0,0,0,0,88888,0,88888,88888,0,0,0,0,0,0,88888,88888,1,0,0,1,1964,88888,88888,88888,88888,88888,-0.2,-0.5,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-0.7,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,0,88888
3,312,Krag II,640926,661122,60,1457,787,0.5401509952,0,SD,0,1,0,0,0,1,FE,FE,88888,88888,88888,88888,10,77,10,88888,88888,88888,88888,36,38,5,88888,88888,88888,3,88888,88888,88888,88888,88888,88888,88888,RL,179,77,43.01676,3.6,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,6,1,"SD, RL, Lib, Kon",88888,88888,88888,88888,88888,88888,88888,88888,88888,4,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,0,0,1,0,0,88888,88888,88888,0,88888,88888,0,0,0,0,0,1,3,Taxation policy,0,0,1,1,1966,88888,88888,88888,88888,88888,-3.7,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-3.7,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,313,Krag III,661122,680123,60,1461,427,0.2922655715,0,SD,0,1,0,0,0,1,FE,FE,88888,88888,88888,88888,20,70,13,88888,4,88888,88888,34,35,88888,88888,88888,88888,3,88888,88888,88888,88888,88888,88888,88888,SD,179,70,39.10615,4.1,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,6,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,0,0,1,0,1,88888,88888,88888,0,88888,88888,0,0,0,1,0,1,"3, 5, 18",Economic difficulties,0,1,1,1,1968,88888,88888,88888,88888,88888,-4,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-4,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,314,Baunsgaard,680222,710921,60,1451,1327,0.9145416954,0,"RL, Kon, Lib",0,3,1,1,0,1,FE,FE,88888,88888,88888,4,11,63,27,88888,88888,88888,88888,37,34,88888,88888,88888,88888,3,88888,88888,88888,88888,88888,88888,88888,RL,179,98,54.7486,4.3,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,6,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,10,POST,2,0,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,99999,99999,99999,99999,99999,99999,0,0,0,1,0,0,0,0,88888,0,88888,88888,0,0,0,0,0,0,88888,88888,0,0,1,1,1971,88888,88888,88888,88888,88888,88888,-0.6,88888,88888,88888,88888,-3.7,-3,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-7.3,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,315,Krag IV,711011,721005,70,1441,360,0.2498265094,0,SD,0,1,0,0,0,1,F,F,88888,88888,88888,88888,17,71,27,88888,88888,88888,88888,31,30,88888,88888,88888,88888,3,88888,88888,88888,88888,88888,88888,88888,RL,179,71,39.6648,4,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,5,1,"SD, RL, Lib, Kon",88888,88888,88888,88888,88888,88888,88888,88888,88888,20,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,1,0,0,0,0,88888,88888,88888,0,88888,88888,0,0,0,0,1,0,88888,88888,1,1,0,0,1973,88888,88888,88888,88888,88888,-11.7,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-11.7,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,0,88888
3,316,Jorgensen I,721005,731204,70,1101,425,0.3860127157,0,SD,0,1,0,0,0,0,E,E,88888,88888,88888,88888,17,71,27,88888,88888,88888,88888,31,30,88888,88888,88888,88888,3,88888,88888,88888,88888,88888,88888,88888,RL,179,71,39.6648,4,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,5,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,0,0,1,0,1,88888,88888,88888,1,SD,NL,0,0,0,0,0,1,"3, 5",Taxation policy,0,0,1,1,1973,88888,88888,88888,88888,88888,-11.7,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-11.7,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,317,Hartling,731219,750109,70,1446,386,0.2669432918,0,Lib,0,1,0,0,0,1,FE,FE,6,88888,88888,88888,11,47,20,5,88888,14,7,16,22,88888,28,88888,88888,3,88888,88888,88888,88888,88888,88888,88888,RL,179,22,12.2905,7,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,10,1,"KP, SVP, SD, RL, GP, ZD, CVP, Kon, Lib, FP",88888,88888,88888,88888,88888,88888,88888,88888,88888,15,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,0,0,1,0,1,88888,88888,88888,0,88888,88888,0,0,0,1,0,1,"3, 5, 6",Economic crises,0,1,1,1,1974,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,11,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,11,88888,88888,88888,88888,88888,1,1,88888,88888,88888,1,2
3,318,Jorgensen II,750213,770215,70,1426,733,0.5140252454,0,SD,0,1,0,0,0,1,FE,FE,7,88888,88888,4,10,54,13,88888,88888,4,9,10,42,88888,24,88888,88888,2,88888,88888,88888,88888,88888,88888,88888,RL,179,54,30.1676,5.5,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,10,3,"KP, SVP, SD, RL, ZD, CVP, Lib, FP","SD, RL, ZD, CVP, Kon","Kon, Lib, ZD, CVP, FP",88888,88888,88888,88888,88888,88888,88888,35,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,0,0,1,0,0,88888,88888,88888,0,88888,88888,0,0,0,1,0,1,"3, 5, 6",Economic policy,0,1,1,1,1977,88888,88888,88888,88888,88888,7.1,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,7.1,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,319,Jorgensen III,770215,780830,70,1461,561,0.3839835729,0,SD,0,1,0,0,0,1,F,F,7,88888,88888,5,8,66,6,6,88888,11,6,15,22,88888,26,88888,88888,1,88888,88888,88888,88888,88888,88888,88888,CD,179,66,36.87151,5.2,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,11,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,0,0,0,1,0,88888,88888,88888,0,88888,88888,0,0,0,0,0,0,88888,88888,0,0,1,0,1979,88888,88888,88888,88888,88888,1.3,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,1.3,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,0,88888
3,320,Jorgensen IV,780830,791023,70,900,419,0.4655555556,0,"SD, Lib",0,2,1,0,0,1,E,E,7,88888,88888,5,8,66,6,6,88888,11,6,15,22,88888,26,88888,88888,1,88888,88888,88888,88888,88888,88888,88888,CD,179,88,49.16201,5.2,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,11,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,26,IE,3,0,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,99999,99999,99999,99999,99999,99999,0,0,0,1,0,0,1,0,99999,0,88888,88888,0,0,0,0,0,1,"3, 5, 6",Economic policy,0,0,1,1,1979,88888,88888,88888,88888,88888,1.3,88888,88888,88888,88888,88888,88888,0.5,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,1.8,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,321,Jorgensen V,791026,811208,70,1458,774,0.5308641975,0,SD,0,1,0,0,0,1,FE,FE,88888,88888,88888,6,11,69,10,5,88888,6,5,22,23,88888,20,88888,88888,2,88888,88888,88888,88888,88888,88888,88888,CD,179,69,38.54749,4.9,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,10,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,3,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,0,0,1,0,1,88888,88888,88888,0,88888,88888,0,0,0,0,0,1,"3, 5, 6",Economic policy,0,0,1,1,1981,88888,88888,88888,88888,88888,-5.4,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-5.4,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,322,Jorgensen VI,811230,820903,80,1439,247,0.1716469771,0,SD,0,1,0,0,0,1,F,F,88888,88888,88888,5,21,60,9,88888,88888,15,4,26,21,88888,16,88888,88888,2,88888,88888,88888,88888,88888,88888,88888,CD,179,60,33.51955,5.6,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,9,1,"LS, SVP, SD, RL, ZD, CVP, Kon, Lib, FP",88888,88888,88888,88888,88888,88888,88888,88888,88888,22,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,0,0,0,0,1,88888,88888,88888,0,88888,88888,0,0,0,0,0,0,88888,88888,0,0,1,0,1984,88888,88888,88888,88888,88888,-1.3,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-1.3,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,0,88888
3,323,Schlüter I,820910,840110,80,1185,487,0.4109704641,0,"Kon, Lib, ZD, CVP",0,4,1,0,0,1,E,E,88888,88888,88888,5,21,60,9,88888,88888,15,4,26,21,88888,16,88888,88888,2,88888,88888,88888,88888,88888,88888,88888,CD,179,66,36.87151,5.6,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,9,1,"LS, SVP, SD, RL, ZD, CVP, Kon, Lib, FP",88888,88888,88888,88888,88888,88888,88888,88888,88888,7,N,0,88888,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,88888,88888,88888,88888,88888,88888,0,0,0,1,0,1,0,0,88888,0,88888,88888,0,0,0,1,0,1,"3, 5, 6",Budget,0,1,1,1,1984,88888,88888,88888,88888,88888,88888,88888,88888,88888,-3.7,0.4,8.9,0.8,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,6.4,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,324,Schlüter II,840110,870908,80,1461,1337,0.9151266256,0,"Kon, Lib, ZD, CVP",0,4,1,0,0,1,FE,FE,88888,88888,88888,5,21,57,10,88888,88888,8,5,42,23,88888,6,88888,88888,2,88888,88888,88888,88888,88888,88888,88888,CD,179,78,43.57542,5.1,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,9,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,N,0,88888,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,88888,88888,88888,88888,88888,88888,0,0,0,1,0,0,0,0,88888,0,88888,88888,0,0,0,0,0,0,88888,88888,0,0,1,1,1987,88888,88888,88888,88888,88888,88888,88888,88888,88888,0.2,-0.3,-2.6,-1.6,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-4.3,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,325,Schlüter III,870910,880510,80,1459,243,0.1665524332,0,"Kon, Lib, ZD, CVP",0,4,1,0,0,1,FE,FE,88888,4,88888,88888,27,56,11,88888,88888,9,4,38,19,88888,9,88888,88888,2,88888,88888,88888,88888,88888,88888,88888,CD,179,70,39.10615,4.3,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,8,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,2,N,0,88888,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,88888,88888,88888,88888,88888,88888,0,0,0,1,0,1,0,0,88888,0,88888,88888,0,0,0,0,0,1,4,Security policy issue,0,0,1,1,1988,88888,88888,88888,88888,88888,88888,88888,88888,88888,-0.1,-0.4,-1.5,1.3,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-0.7,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,326,Schlüter IV,880603,901212,80,1437,922,0.6416144746,0,"Kon, Lib, RL",0,3,1,0,0,1,FE,FE,88888,88888,88888,88888,24,56,10,88888,88888,9,4,35,23,88888,16,88888,88888,2,88888,88888,88888,88888,88888,88888,88888,RL,179,68,37.98883,5.4,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,8,2,"SVP, SD, RL, ZD, CVP, Kon, Lib, FP","SD, RL, Lib, Kon",88888,88888,88888,88888,88888,88888,88888,88888,24,N,0,88888,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,88888,88888,88888,88888,88888,88888,0,0,0,1,0,0,0,0,88888,0,88888,88888,0,0,0,1,0,1,"3, 5, 6",Economic policy,0,1,1,1,1990,88888,88888,88888,88888,88888,88888,-2.1,88888,88888,88888,88888,-3.3,4,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-1.4,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,327,Schlüter V,901218,930115,90,1455,759,0.5216494845,0,"Kon, Lib",0,2,1,0,0,1,F,F,88888,88888,88888,88888,15,71,7,88888,88888,9,4,30,30,88888,12,88888,88888,1,88888,88888,88888,88888,88888,88888,88888,CD,179,60,33.51955,4.4,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,8,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,6,N,0,88888,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,88888,88888,88888,88888,88888,88888,0,0,0,0,0,1,0,0,88888,0,88888,88888,0,0,0,0,1,1,7,,0,1,1,0,1994,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-1,7.5,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,6.5,88888,88888,88888,88888,88888,0,88888,1,88888,88888,0,88888
3,328,Rasmussen I,930125,940921,90,692,604,0.8728323699,0,"SD, RL, ZD, CVP",0,4,1,1,0,1,E,E,88888,88888,88888,88888,15,71,7,88888,88888,9,4,30,30,88888,12,88888,88888,1,88888,88888,88888,88888,88888,88888,88888,CD,179,91,50.83799,4.4,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,8,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,10,IE,3,1,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,4130,0,6,0,0,94,0,0,0,1,0,0,0,0,88888,0,88888,88888,0,0,0,0,0,0,88888,88888,0,0,1,1,1994,88888,88888,88888,88888,88888,-2.8,1.1,88888,88888,-2.3,-0.4,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-4.4,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,329,Rasmussen II,940927,961230,90,1455,825,0.5670103093,0,"SD, RL, ZD",0,3,1,0,0,1,F,F,88888,88888,6,88888,13,63,8,88888,88888,5,88888,28,44,88888,11,88888,88888,1,88888,88888,88888,88888,88888,88888,88888,RL,179,76,42.4581,4.5,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,8,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,6,POST,2,1,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,3720,0,10,0,0,90,0,0,0,0,0,0,1,0,"CD, SD, RL",0,88888,88888,0,0,0,0,0,0,88888,88888,0,0,1,0,1998,88888,88888,88888,88888,88888,1.3,-0.7,88888,88888,1.5,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,2.1,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,0,88888
3,330,Rasmussen III,961230,980311,90,630,436,0.6920634921,0,"SD, RL",0,2,1,0,0,1,FE,FE,88888,88888,6,88888,13,63,8,88888,88888,5,88888,28,44,88888,11,88888,88888,1,88888,88888,88888,88888,88888,88888,88888,RL,179,71,39.7,4.5,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,8,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,POST,2,1,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,3720,0,10,0,0,90,0,0,0,1,0,0,0,0,88888,0,88888,88888,0,0,0,0,0,0,88888,88888,0,0,1,1,1998,88888,88888,88888,88888,88888,1.3,-0.7,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0.6,88888,88888,88888,88888,88888,0,88888,88888,88888,88888,1,2
3,331,Rasmussen IV,980311,88888,90,1461,88888,88888,88888,"SD, RL",0,2,1,0,0,1,88888,F,88888,88888,5,88888,13,64,7,88888,88888,8,4,17,43,88888,4,88888,13,1,88888,88888,88888,88888,88888,88888,88888,CD,179,71,39.7,4.8,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,10,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,POST,2,1,0,"IC, CaC, Pca, O",CaC,IC,1,1,1,3,88888,1,5613,0,6,0,0,93,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,,88888,88888,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888
4,401,Paasikivi III,450417,460308,40,1171,325,0.2775405636,0,"SKDL, SDP, ZE, LIB, SW",0,5,1,1,1,1,F,F,49,88888,50,88888,49,88888,9,88888,14,28,1,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,ZE,200,171,85.5,4.78,SDP,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,7,0,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,31,"PRE, POST",4,1,0,CaC,CaC,CaC,3,3,0,1,88888,1,448,0,0,0,0,100,0,1,0,0,0,0,0,0,88888,0,88888,88888,1,0,0,0,0,0,88888,88888,1,1,0,0,1948,-3.5,88888,1.2,88888,2.9,88888,-1.3,88888,-0.2,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,-0.9,88888,88888,88888,88888,88888,2,0,88888,88888,88888,0,88888
4,402,Pekkala,460326,480701,40,828,828,1,1,"SKDL, SDP, ZE, SW",0,4,1,1,1,1,E,E,49,88888,50,88888,49,88888,9,88888,14,28,1,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,ZE,200,162,81,4.78,SDP,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,7,2,"SKDL, SDP, ZE, LIB, SW","SKDL, SDP, ZE, LIB, SW",88888,88888,88888,88888,88888,88888,88888,88888,18,IE,3,1,0,CaC,CaC,CaC,3,3,0,1,88888,1,418,0,0,0,0,100,1,0,0,0,0,0,0,0,88888,0,88888,88888,0,0,0,0,0,0,88888,88888,1,0,0,1,1948,-3.5,88888,1.2,88888,2.9,88888,88888,88888,-0.2,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0.4,88888,88888,88888,88888,88888,3,0,88888,88888,88888,0,88888
4,403,Fagerholm I,480729,500301,40,1068,580,0.543071161,0,SDP,0,1,0,0,0,1,F,F,38,88888,54,88888,56,88888,5,88888,14,33,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,ZE,200,54,27,4.54,SDP,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,6,1,"SKDL, SDP, ZE, SW",88888,88888,88888,88888,88888,88888,88888,88888,88888,28,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0,1,0,0,0,0,88888,88888,88888,0,88888,88888,1,0,0,0,0,0,88888,88888,1,1,0,0,1951,88888,88888,0.2,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,0.2,88888,88888,88888,88888,88888,2,0,88888,88888,88888,0,88888
